crop,leaf_color,spot_color,spot_size,leaf_curl,powder,stem,temperature,humidity,disease
Tomato,Black,Brown,Medium,No,Yes,Healthy,30.5,82.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,22.8,69.6,Early Blight
Tomato,Brown,Black,None,No,No,Rotten,30.1,82.3,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,22.7,70.7,Early Blight
Tomato,Brown,Yellow,Medium,No,No,Healthy,20.2,85.4,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,21.7,71.8,Early Blight
Tomato,Brown,Black,Medium,No,No,Healthy,29.0,64.1,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,29.5,89.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,31.0,97.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Cracked,20.4,86.5,Early Blight
Tomato,Brown,Brown,None,No,No,Healthy,23.8,68.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Dry,23.7,72.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,31.2,75.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.4,87.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Rotten,19.9,69.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,18.6,80.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,31.2,84.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.2,75.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Dry,27.4,58.6,Early Blight
Tomato,Green,White,Medium,No,Yes,Healthy,24.3,60.6,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,18.7,85.4,Early Blight
Tomato,Brown,Black,Medium,No,No,Cracked,26.0,69.3,Early Blight
Tomato,Yellow,Brown,Medium,No,No,Healthy,19.0,89.0,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,23.9,73.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.6,66.8,Early Blight
Tomato,Black,Brown,Medium,No,No,Cracked,30.2,73.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.3,84.4,Early Blight
Tomato,Brown,Brown,Large,No,No,Healthy,23.4,92.0,Early Blight
Tomato,White,Brown,Small,No,No,Dry,19.4,71.3,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,31.0,67.1,Early Blight
Tomato,Brown,Brown,Medium,No,Yes,Healthy,23.6,55.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.2,91.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,33.9,78.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Cracked,27.3,92.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.8,69.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.6,70.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,18.7,91.9,Early Blight
Tomato,Brown,None,Medium,No,No,Cracked,29.6,63.8,Early Blight
Tomato,Brown,Brown,Large,No,No,Healthy,18.6,70.1,Early Blight
Tomato,White,Brown,Medium,No,No,Healthy,18.7,61.5,Early Blight
Tomato,Brown,White,Small,No,No,Healthy,23.6,94.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.5,83.2,Early Blight
Tomato,Brown,Brown,Large,No,No,Dry,18.8,55.9,Early Blight
Tomato,Black,Brown,Medium,No,No,Healthy,20.9,80.9,Early Blight
Tomato,Brown,Brown,None,No,No,Rotten,26.0,59.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,12.4,74.7,Early Blight
Tomato,Brown,Black,Medium,No,No,Healthy,18.6,62.5,Early Blight
Tomato,Brown,Brown,None,No,No,Healthy,28.1,21.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.0,92.2,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,30.8,91.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.9,74.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.4,80.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,15.8,69.2,Early Blight
Tomato,Brown,Yellow,Medium,No,No,Healthy,20.5,67.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.8,83.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.1,42.0,Early Blight
Tomato,Brown,None,None,No,No,Healthy,18.7,56.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.3,71.7,Early Blight
Tomato,White,Brown,Medium,No,No,Cracked,31.3,74.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.4,58.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,19.9,92.4,Early Blight
Tomato,Black,Brown,Medium,No,No,Healthy,20.1,89.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,24.9,66.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,26.9,88.9,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,22.9,87.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.4,70.5,Early Blight
Tomato,Yellow,Brown,Medium,No,No,Healthy,20.4,89.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.7,69.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.6,63.1,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,19.9,60.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.0,89.8,Early Blight
Tomato,Yellow,Brown,Medium,No,No,Healthy,25.0,82.8,Early Blight
Tomato,Yellow,Brown,Medium,No,No,Healthy,31.0,97.9,Early Blight
Tomato,White,Brown,Medium,No,No,Healthy,19.9,87.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,22.9,74.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.2,81.4,Early Blight
Tomato,Brown,Brown,Medium,No,Yes,Healthy,21.4,66.2,Early Blight
Tomato,Brown,Yellow,Medium,Yes,Yes,Healthy,31.1,89.7,Early Blight
Tomato,Brown,None,Medium,No,Yes,Healthy,30.8,66.3,Early Blight
Tomato,Brown,Yellow,Medium,No,No,Healthy,31.1,75.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,22.3,73.2,Early Blight
Tomato,White,Brown,Medium,No,No,Healthy,20.3,89.8,Early Blight
Tomato,Brown,Brown,Medium,Yes,Yes,Healthy,39.9,66.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,24.2,89.7,Early Blight
Tomato,Green,Brown,Medium,No,Yes,Healthy,30.6,73.5,Early Blight
Tomato,Black,Brown,Medium,No,No,Healthy,24.1,64.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,26.6,87.6,Early Blight
Tomato,Brown,Yellow,Medium,No,No,Healthy,19.6,66.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,16.6,84.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.5,94.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,24.7,29.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,24.1,80.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,27.2,92.9,Early Blight
Tomato,White,Brown,Medium,Yes,Yes,Healthy,19.7,77.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,31.3,69.5,Early Blight
Tomato,Brown,Brown,Medium,No,Yes,Healthy,27.8,68.7,Early Blight
Tomato,Brown,Brown,Medium,No,Yes,Healthy,24.6,81.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,33.5,58.1,Early Blight
Tomato,Brown,Brown,None,No,No,Healthy,30.4,86.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.2,72.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.7,63.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,18.8,31.2,Early Blight
Tomato,Brown,Yellow,Medium,No,No,Healthy,31.0,83.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,19.4,72.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,22.8,64.2,Early Blight
Tomato,Brown,Brown,Large,Yes,No,Healthy,21.6,75.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,24.0,36.3,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,30.8,90.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,11.1,66.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.6,87.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,24.1,72.1,Early Blight
Tomato,Brown,None,Small,No,No,Healthy,21.5,84.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,20.8,57.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.8,76.7,Early Blight
Tomato,Brown,Brown,Medium,No,Yes,Healthy,29.8,65.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Cracked,21.1,60.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,26.9,73.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,26.4,74.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.5,69.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Cracked,24.1,72.2,Early Blight
Tomato,Black,Brown,Small,Yes,No,Healthy,24.0,83.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,31.5,85.6,Early Blight
Tomato,Black,Brown,Medium,No,Yes,Healthy,18.7,67.5,Early Blight
Tomato,White,Brown,Medium,No,No,Healthy,25.7,71.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Dry,29.8,60.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,19.0,83.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,26.3,69.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,26.8,89.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,20.6,57.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,26.1,68.9,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,31.5,80.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.0,77.9,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,28.0,89.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.2,60.4,Early Blight
Tomato,Brown,Brown,Large,No,No,Healthy,19.6,71.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.7,91.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.5,72.0,Early Blight
Tomato,Black,Brown,Medium,No,No,Healthy,19.9,83.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.0,83.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,22.7,62.4,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,25.1,91.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Dry,22.1,89.8,Early Blight
Tomato,Brown,Brown,Small,No,No,Healthy,31.4,84.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.3,56.5,Early Blight
Tomato,Brown,Black,Medium,No,No,Healthy,27.7,88.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.8,83.9,Early Blight
Tomato,Brown,None,None,No,No,Rotten,30.5,72.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,27.3,65.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,19.4,77.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,27.0,62.5,Early Blight
Tomato,Brown,Black,Medium,No,No,Healthy,19.8,59.9,Early Blight
Tomato,Black,Brown,Medium,No,No,Healthy,23.0,71.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.6,71.5,Early Blight
Tomato,Brown,Yellow,Medium,No,Yes,Healthy,24.8,55.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,22.1,92.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.5,93.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.7,56.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,34.0,82.3,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,25.1,79.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,22.6,41.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,31.1,77.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.6,59.7,Early Blight
Tomato,Black,Brown,Medium,No,No,Healthy,29.0,93.6,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,25.8,85.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,27.5,84.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.5,72.1,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,30.0,74.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.5,81.9,Early Blight
Tomato,Yellow,Brown,Medium,No,No,Healthy,27.8,75.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,32.4,94.2,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,26.8,35.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.8,76.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,26.1,85.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,20.7,86.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,20.3,87.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.1,88.2,Early Blight
Tomato,Brown,Black,Medium,No,No,Healthy,24.2,72.7,Early Blight
Tomato,Yellow,Brown,Medium,No,No,Healthy,23.0,72.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.3,55.7,Early Blight
Tomato,Green,White,Large,No,No,Healthy,19.1,82.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,19.0,56.6,Early Blight
Tomato,White,Brown,Medium,No,No,Dry,27.7,67.8,Early Blight
Tomato,Brown,Brown,Small,No,No,Healthy,25.2,92.2,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,22.1,63.2,Early Blight
Tomato,Yellow,Brown,Medium,No,No,Healthy,29.4,58.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.3,70.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,22.2,66.4,Early Blight
Tomato,Brown,None,Large,No,No,Cracked,26.0,69.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.0,87.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,24.6,56.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Dry,18.9,82.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,20.6,76.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,27.9,78.9,Early Blight
Tomato,White,Brown,Small,No,No,Healthy,26.4,71.1,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,22.5,85.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.7,72.5,Early Blight
Tomato,Brown,Brown,Large,No,No,Healthy,23.6,63.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.6,90.5,Early Blight
Tomato,Brown,Yellow,Medium,No,No,Healthy,21.4,79.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.0,57.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.9,92.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.8,87.0,Early Blight
Tomato,Brown,Yellow,Medium,No,No,Healthy,19.2,72.1,Early Blight
Tomato,Brown,Brown,Medium,No,Yes,Healthy,23.2,86.1,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,29.1,42.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,22.3,87.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Rotten,19.0,84.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.4,90.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.1,59.4,Early Blight
Tomato,Yellow,Brown,Small,No,No,Healthy,27.9,84.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.3,92.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,18.6,63.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,27.7,64.1,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,25.7,68.9,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,18.9,88.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,24.4,73.7,Early Blight
Tomato,Brown,None,Medium,No,Yes,Healthy,28.2,94.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,20.6,85.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,19.9,90.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Cracked,29.2,73.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,26.0,71.8,Early Blight
Tomato,Brown,Brown,None,No,Yes,Healthy,23.8,56.4,Early Blight
Tomato,Yellow,Brown,Medium,No,No,Healthy,29.7,88.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,18.9,78.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.4,89.5,Early Blight
Tomato,White,Brown,Medium,No,No,Healthy,24.6,70.5,Early Blight
Tomato,Green,Brown,Medium,No,No,Healthy,24.8,83.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Cracked,20.1,61.2,Early Blight
Tomato,Black,Brown,Medium,No,No,Healthy,21.2,59.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,24.4,31.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.9,67.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.5,88.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.2,93.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,24.8,70.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.1,75.0,Early Blight
Tomato,Brown,Yellow,None,No,No,Healthy,18.9,79.9,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,28.9,62.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.0,87.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.5,86.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Dry,24.8,77.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.3,79.0,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,27.3,75.1,Early Blight
Tomato,Brown,Brown,Small,No,No,Healthy,28.4,81.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.0,68.0,Early Blight
Tomato,Black,Brown,Medium,No,No,Cracked,28.7,88.7,Early Blight
Tomato,Brown,Black,Medium,No,No,Healthy,30.6,88.0,Early Blight
Tomato,Brown,Black,Medium,No,No,Healthy,28.4,71.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,22.3,70.1,Early Blight
Tomato,Brown,None,Medium,No,Yes,Healthy,19.5,61.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,11.8,78.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.6,71.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Cracked,21.9,81.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.2,63.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,20.0,71.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.1,86.6,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,28.9,88.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.9,84.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,36.5,38.0,Early Blight
Tomato,White,Brown,Medium,No,No,Healthy,27.2,85.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Rotten,26.3,88.4,Early Blight
Tomato,Black,Brown,None,No,No,Healthy,30.7,64.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.4,72.9,Early Blight
Tomato,Black,Brown,Medium,No,No,Healthy,21.2,92.2,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,18.6,86.8,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,27.0,97.1,Early Blight
Tomato,Brown,Black,Medium,No,No,Healthy,20.5,82.6,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,30.7,93.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.4,22.1,Early Blight
Tomato,Brown,Brown,Medium,No,Yes,Cracked,28.4,83.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,20.2,79.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.2,88.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Dry,26.5,65.2,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,28.4,60.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,31.2,56.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.8,93.4,Early Blight
Tomato,White,Brown,Medium,No,No,Healthy,22.9,94.4,Early Blight
Tomato,Green,Brown,Medium,No,No,Healthy,27.4,72.1,Early Blight
Tomato,Brown,Yellow,Medium,No,No,Healthy,25.7,92.1,Early Blight
Tomato,White,Brown,Medium,No,No,Rotten,28.0,69.3,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,23.4,59.4,Early Blight
Tomato,Black,Brown,Medium,No,No,Healthy,31.0,92.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Rotten,27.2,63.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.6,61.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,26.1,81.7,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,26.3,64.6,Early Blight
Tomato,Brown,White,Medium,No,No,Dry,23.5,90.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,21.6,88.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.3,80.5,Early Blight
Tomato,Black,Brown,Large,No,No,Healthy,21.4,72.4,Early Blight
Tomato,Brown,Brown,Small,No,No,Cracked,19.0,59.7,Early Blight
Tomato,Brown,None,Large,No,No,Healthy,30.7,83.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,18.8,92.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Dry,31.1,66.3,Early Blight
Tomato,Brown,Brown,Medium,No,No,Dry,28.1,84.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.3,59.5,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.1,86.9,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,22.4,77.3,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,22.9,69.3,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,17.2,94.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,18.8,79.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.1,93.7,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,31.0,60.7,Early Blight
Tomato,Yellow,Brown,Medium,No,No,Healthy,29.2,64.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,24.2,92.7,Early Blight
Tomato,Brown,Brown,Medium,No,Yes,Healthy,19.4,83.5,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,24.4,76.5,Early Blight
Tomato,Brown,Yellow,Medium,No,No,Healthy,18.6,79.3,Early Blight
Tomato,Brown,None,Medium,No,No,Healthy,31.2,85.7,Early Blight
Tomato,Yellow,Brown,Medium,No,No,Healthy,27.4,86.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,20.9,71.2,Early Blight
Tomato,White,Brown,Medium,No,No,Healthy,31.3,57.8,Early Blight
Tomato,Brown,Brown,None,No,Yes,Healthy,23.4,58.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.1,83.0,Early Blight
Tomato,Brown,Brown,Large,No,No,Healthy,29.0,67.7,Early Blight
Tomato,Brown,Yellow,Medium,No,No,Cracked,22.9,73.2,Early Blight
Tomato,White,Brown,Medium,No,No,Healthy,20.9,71.3,Early Blight
Tomato,Brown,Brown,Medium,No,Yes,Healthy,26.0,76.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.4,74.6,Early Blight
Tomato,White,Brown,Medium,No,No,Healthy,19.2,87.9,Early Blight
Tomato,White,Brown,Medium,No,No,Healthy,22.4,86.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,24.4,62.7,Early Blight
Tomato,Brown,Black,Large,No,No,Healthy,30.2,60.0,Early Blight
Tomato,Black,Brown,Medium,Yes,No,Dry,19.1,61.0,Early Blight
Tomato,Yellow,Brown,Medium,No,No,Healthy,23.8,55.9,Early Blight
Tomato,Brown,Brown,Large,No,No,Healthy,27.5,73.0,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.1,92.8,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,30.0,92.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,19.6,82.6,Early Blight
Tomato,Brown,Black,Medium,No,No,Healthy,31.2,21.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,20.5,66.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,25.4,77.2,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.6,69.9,Early Blight
Tomato,Brown,Yellow,Medium,No,No,Healthy,21.4,80.0,Early Blight
Tomato,Black,Brown,Large,No,No,Healthy,28.2,82.1,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,26.8,62.3,Early Blight
Tomato,Brown,Brown,Medium,Yes,No,Healthy,29.9,88.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Dry,23.5,69.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,30.2,76.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.3,37.4,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,27.5,70.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.8,73.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,39.4,58.0,Early Blight
Tomato,Black,Brown,Medium,No,No,Healthy,29.4,69.7,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,29.9,61.9,Early Blight
Tomato,Brown,Brown,Large,No,No,Healthy,21.7,59.9,Early Blight
Tomato,Brown,White,Medium,No,No,Healthy,27.4,87.4,Early Blight
Tomato,Yellow,Black,Medium,No,No,Healthy,26.6,81.9,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,31.3,74.8,Early Blight
Tomato,Brown,Brown,Large,No,No,Healthy,26.9,82.8,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,28.4,91.6,Early Blight
Tomato,Brown,Brown,Medium,No,No,Healthy,23.3,75.5,Early Blight
